tipo,elemento,x1,y1,x2,y2,ancho_px,alto_px,valor_x,valor_y,texto,descripcion
curva,punto,296,119.0,,,,,,,,"Punto de la curva en píxel (296, 119.0); sin calibración suficiente para valor real."
curva,punto,297,119.5,,,,,,,,"Punto de la curva en píxel (297, 119.5); sin calibración suficiente para valor real."
curva,punto,298,120.5,,,,,,,,"Punto de la curva en píxel (298, 120.5); sin calibración suficiente para valor real."
curva,punto,299,121.0,,,,,,,,"Punto de la curva en píxel (299, 121.0); sin calibración suficiente para valor real."
curva,punto,300,121.5,,,,,,,,"Punto de la curva en píxel (300, 121.5); sin calibración suficiente para valor real."
curva,punto,301,122.0,,,,,,,,"Punto de la curva en píxel (301, 122.0); sin calibración suficiente para valor real."
curva,punto,302,122.5,,,,,,,,"Punto de la curva en píxel (302, 122.5); sin calibración suficiente para valor real."
curva,punto,303,123.5,,,,,,,,"Punto de la curva en píxel (303, 123.5); sin calibración suficiente para valor real."
curva,punto,304,124.0,,,,,,,,"Punto de la curva en píxel (304, 124.0); sin calibración suficiente para valor real."
curva,punto,305,124.5,,,,,,,,"Punto de la curva en píxel (305, 124.5); sin calibración suficiente para valor real."
curva,punto,306,125.0,,,,,,,,"Punto de la curva en píxel (306, 125.0); sin calibración suficiente para valor real."
curva,punto,307,125.5,,,,,,,,"Punto de la curva en píxel (307, 125.5); sin calibración suficiente para valor real."
curva,punto,308,126.0,,,,,,,,"Punto de la curva en píxel (308, 126.0); sin calibración suficiente para valor real."
curva,punto,309,127.0,,,,,,,,"Punto de la curva en píxel (309, 127.0); sin calibración suficiente para valor real."
curva,punto,310,127.5,,,,,,,,"Punto de la curva en píxel (310, 127.5); sin calibración suficiente para valor real."
curva,punto,311,128.0,,,,,,,,"Punto de la curva en píxel (311, 128.0); sin calibración suficiente para valor real."
curva,punto,312,128.5,,,,,,,,"Punto de la curva en píxel (312, 128.5); sin calibración suficiente para valor real."
curva,punto,313,129.5,,,,,,,,"Punto de la curva en píxel (313, 129.5); sin calibración suficiente para valor real."
curva,punto,314,129.5,,,,,,,,"Punto de la curva en píxel (314, 129.5); sin calibración suficiente para valor real."
curva,punto,315,130.5,,,,,,,,"Punto de la curva en píxel (315, 130.5); sin calibración suficiente para valor real."
curva,punto,316,131.0,,,,,,,,"Punto de la curva en píxel (316, 131.0); sin calibración suficiente para valor real."
curva,punto,317,131.5,,,,,,,,"Punto de la curva en píxel (317, 131.5); sin calibración suficiente para valor real."
curva,punto,318,132.5,,,,,,,,"Punto de la curva en píxel (318, 132.5); sin calibración suficiente para valor real."
curva,punto,319,132.5,,,,,,,,"Punto de la curva en píxel (319, 132.5); sin calibración suficiente para valor real."
curva,punto,320,133.5,,,,,,,,"Punto de la curva en píxel (320, 133.5); sin calibración suficiente para valor real."
curva,punto,321,134.0,,,,,,,,"Punto de la curva en píxel (321, 134.0); sin calibración suficiente para valor real."
curva,punto,322,134.5,,,,,,,,"Punto de la curva en píxel (322, 134.5); sin calibración suficiente para valor real."
curva,punto,323,135.0,,,,,,,,"Punto de la curva en píxel (323, 135.0); sin calibración suficiente para valor real."
curva,punto,324,135.5,,,,,,,,"Punto de la curva en píxel (324, 135.5); sin calibración suficiente para valor real."
curva,punto,325,136.5,,,,,,,,"Punto de la curva en píxel (325, 136.5); sin calibración suficiente para valor real."
curva,punto,326,137.0,,,,,,,,"Punto de la curva en píxel (326, 137.0); sin calibración suficiente para valor real."
curva,punto,327,137.5,,,,,,,,"Punto de la curva en píxel (327, 137.5); sin calibración suficiente para valor real."
curva,punto,328,138.5,,,,,,,,"Punto de la curva en píxel (328, 138.5); sin calibración suficiente para valor real."
curva,punto,329,139.0,,,,,,,,"Punto de la curva en píxel (329, 139.0); sin calibración suficiente para valor real."
curva,punto,330,139.5,,,,,,,,"Punto de la curva en píxel (330, 139.5); sin calibración suficiente para valor real."
curva,punto,331,140.0,,,,,,,,"Punto de la curva en píxel (331, 140.0); sin calibración suficiente para valor real."
curva,punto,332,140.5,,,,,,,,"Punto de la curva en píxel (332, 140.5); sin calibración suficiente para valor real."
curva,punto,333,141.5,,,,,,,,"Punto de la curva en píxel (333, 141.5); sin calibración suficiente para valor real."
curva,punto,334,142.0,,,,,,,,"Punto de la curva en píxel (334, 142.0); sin calibración suficiente para valor real."
curva,punto,335,142.0,,,,,,,,"Punto de la curva en píxel (335, 142.0); sin calibración suficiente para valor real."
curva,punto,336,143.5,,,,,,,,"Punto de la curva en píxel (336, 143.5); sin calibración suficiente para valor real."
curva,punto,337,143.5,,,,,,,,"Punto de la curva en píxel (337, 143.5); sin calibración suficiente para valor real."
curva,punto,338,144.5,,,,,,,,"Punto de la curva en píxel (338, 144.5); sin calibración suficiente para valor real."
